id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46,1 Bedroom Apt with Balcony  / City skyline view,4796027,Marco,,CuauhtÈmoc,19.42063,-99.16586,Entire home/apt,1708,3,53,17/10/2022,0.45,3,317,2,
47,Bright and beautiful apt Narvarte,1979548,Oscar,,Benito Ju·rez,19.38212,-99.15361,Entire home/apt,2600,3,40,31/12/2019,0.44,2,363,0,
48,"Best location in town, Reforma Ave area.",1288063,Francisco,,CuauhtÈmoc,19.4236,-99.16979,Entire home/apt,1234,1,322,03/12/2022,2.36,1,344,42,
49,Contemporary House with Jacuzzi in San Angel,2518152,Martha Laura,,¡lvaro ObregÛn,19.34948,-99.19381,Entire home/apt,5000,15,4,21/11/2021,0.05,7,343,0,
50,"Condesa Moderno Loft, alberca, gym y excelente internet...  Ideal Ejecutivos",7165956,Elena,,CuauhtÈmoc,19.41689,-99.17792,Entire home/apt,1543,28,250,16/12/2022,2.44,2,335,3,
51,15 blocks from Paseo de la Reforma,4647293,Martina,,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,787,2,146,17/12/2022,1.25,2,286,21,
52,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,,CuauhtÈmoc,19.42288,-99.15488,Entire home/apt,1650,3,477,05/12/2022,4.03,3,302,43,
53,"Independent studio, top location",1297488,Petra,,CuauhtÈmoc,19.43516,-99.13806,Entire home/apt,636,3,93,07/12/2022,0.69,6,223,13,
54,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,CuauhtÈmoc,19.41434,-99.15857,Entire home/apt,1594,2,417,14/12/2022,3.56,1,335,30,
55,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,,CuauhtÈmoc,19.41472,-99.15602,Private room,591,5,19,07/11/2022,0.14,4,348,3,
56,Comfy room in Polanco,11668406,Plinio,,Miguel Hidalgo,19.436834,-99.207855,Private room,679,15,19,30/09/2022,0.18,1,223,4,
57,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Maria Jose,,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,3888,2,319,27/11/2022,2.37,6,244,32,
58,High End Condo with golf package,1444589,Michael,,Iztacalco,19.38061,-99.12729,Entire home/apt,1941,7,0,,,1,0,0,
59,Feel like in your own apartment,10211713,Karla,,CuauhtÈmoc,19.42054,-99.17074,Entire home/apt,1057,20,292,19/11/2022,2.7,1,307,7,
60,Colonial House Downtown Coyoacan,5507751,Arlette And Fernando,,Coyoac·n,19.3461,-99.15911,Entire home/apt,1949,2,70,15/03/2020,0.61,3,331,0,
61,COOL PENT HOUSE APARTMENT @CONDESA,196253,Condesa Haus Bed & Breakfast  CDMX,,CuauhtÈmoc,19.41108,-99.17634,Hotel room,3380,1,7,05/10/2019,0.07,12,339,0,
62,Furnished lovely cozy studio,1497087,Penelope,,CuauhtÈmoc,19.41241,-99.1753,Entire home/apt,640,1,381,14/12/2022,3.33,9,317,44,
63,Private en suite in City house,5540061,Julian,,CuauhtÈmoc,19.43817,-99.15466,Private room,776,3,10,22/11/2022,0.09,1,348,1,
64,Luxury apartments in Roma/Condesa,8618270,Benjamin And Martha,,CuauhtÈmoc,19.41767,-99.16652,Entire home/apt,2500,3,8,10/11/2021,0.07,4,365,0,
65,A nice room with great location,1511568,Luis Ernesto,,Benito Ju·rez,19.36305,-99.15412,Private room,583,2,0,,,1,365,0,
66,GREAT PLACE TO STAY @ POLANCO MEX,11736749,Francisco,,Miguel Hidalgo,19.42887,-99.17651,Private room,714,30,223,31/10/2022,2.06,2,320,7,
67,PLAZA DEL ARC√ÅNGEL EN SAN √ÅNGEL,5307709,Rosa Mar√≠a,,¡lvaro ObregÛn,19.34406,-99.19413,Entire home/apt,6805,7,18,31/07/2022,0.15,1,266,2,
68,"The ""home"" feeling in Mexico City!",1539548,Paulina,,CuauhtÈmoc,19.43358,-99.14452,Entire home/apt,1456,3,119,03/11/2019,0.91,1,243,0,
69,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoac·n,19.34034,-99.18345,Private room,372,2,51,02/09/2022,0.46,2,213,4,
70,BRIGHT & MODERN TWO LEVEL PENTHOUSE,3887359,Sergio,,CuauhtÈmoc,19.42589,-99.16634,Entire home/apt,1613,2,273,10/12/2022,2.55,1,101,22,
71,Comfy in the Middle of La Condesa,970609,Morgana & Omar,,CuauhtÈmoc,19.41368,-99.17907,Entire home/apt,1200,2,189,02/06/2022,1.44,2,206,8,
72,Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,,CuauhtÈmoc,19.418,-99.16532,Entire home/apt,2250,3,7,01/07/2021,0.07,4,365,0,
73,Feel the Magic of Mexico City from this Duplex Loft,3285196,Juan Carlos,,CuauhtÈmoc,19.43271,-99.13857,Entire home/apt,1584,1,326,03/09/2022,2.76,7,0,25,
74,2Room new apartment in modern complex,1661848,David,,Miguel Hidalgo,19.45906,-99.19071,Entire home/apt,680,3,43,28/11/2022,0.37,1,172,5,
75,The greatest location in Downtown,11841732,Karla,,CuauhtÈmoc,19.42843,-99.13772,Private room,758,1,130,12/11/2022,1.45,2,365,7,
76,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),,CuauhtÈmoc,19.43319,-99.14665,Private room,485,4,107,19/09/2020,0.99,1,157,0,
77,Room for rent in Mexico City,11979276,(Email hidden by Airbnb),,Miguel Hidalgo,19.39969,-99.17173,Private room,500,3,2,21/11/2022,1,1,364,2,
78,Chilango chic: room historic Condesa DF,1809694,Deborah,,CuauhtÈmoc,19.40592,-99.1691,Private room,757,2,27,21/04/2022,0.23,1,364,2,
79,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,,Coyoac·n,19.34034,-99.18345,Private room,389,2,203,20/12/2022,1.7,2,143,10,
80,Room in contemporary chic apt: Roma-Best location,1670032,Maria Isabel,,CuauhtÈmoc,19.41444,-99.15734,Private room,550,7,117,11/12/2022,1.25,2,58,9,
81,"Villa Alfonsina, Heart of Coyoacan",5870021,H√©ctor,,Coyoac·n,19.35445,-99.16251,Private room,1059,2,150,17/12/2022,1.35,5,349,7,
82,Cultural area of Mexico City,11928644,Omar  Josu√©,,Coyoac·n,19.30729,-99.16962,Private room,450,1,16,11/12/2022,0.17,1,365,6,
83,Habitaci√≥n Verde.,1683373,Miguel,,Tlalpan,19.2751,-99.17757,Private room,291,2,17,30/10/2022,0.26,5,0,1,
84,Excellent location renovated Apt. Roma/Condesa 1,7729316,Yaniv,,CuauhtÈmoc,19.4171,-99.1725,Entire home/apt,1400,1,204,23/12/2022,3.12,4,157,65,
85,Apartment at south of Mexico city,5975456,Pamela,,Coyoac·n,19.30523,-99.18356,Private room,450,1,36,21/11/2022,0.37,1,359,10,
86,Rento rec√°mara en Coyoac·n centro,1688597,Emma,,Coyoac·n,19.34549,-99.15872,Private room,1900,2,0,,,1,363,0,
87,"Comfort, convenience & security, all in one place",6203086,Jose,,Benito Ju·rez,19.36809,-99.17821,Entire home/apt,850,2,26,04/01/2022,0.23,3,302,1,
88,"Location & security, double bedroom apartment",6203086,Jose,,Benito Ju·rez,19.36613,-99.17831,Private room,440,2,9,25/12/2021,0.11,3,302,0,
89,En el coraz√≥n de la escand√≥n,9931809,Karina,,Miguel Hidalgo,19.40103,-99.17618,Private room,450,2,47,18/06/2022,0.44,1,365,5,
90,Best Location - HISTORIC CENTER REFORMA SECURE 105,2872228,Bruce,,CuauhtÈmoc,19.43432,-99.14581,Entire home/apt,1045,3,17,22/10/2022,0.16,13,219,6,
91,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,,CuauhtÈmoc,19.41975,-99.17341,Entire home/apt,1494,3,337,07/03/2020,2.56,1,96,0,
92,Colonial Suite,12389380,Olivia,,CuauhtÈmoc,19.43794,-99.13644,Entire home/apt,1921,3,24,14/11/2019,0.22,6,349,0,
93,Beautiful designer artists home..,212109,Trisha,,Coyoac·n,19.35164,-99.15289,Entire home/apt,4763,10,6,30/12/2017,0.05,2,173,0,
94,beautiful furnished room Rome area,1773936,Elizabeth,,CuauhtÈmoc,19.40639,-99.16686,Private room,1067,5,0,,,1,365,0,
95,"Cuarto Amplio con Estudio, Roma DF.",6393641,Jos√©,,CuauhtÈmoc,19.41317,-99.15735,Private room,530,2,132,08/11/2022,1.13,1,62,20,
96,Best Views in the heart of Condesa,11926583,Gumaro,,CuauhtÈmoc,19.4098,-99.17851,Entire home/apt,1533,4,77,07/11/2022,0.73,2,18,7,
97,SPEED WiFi Apartment -Olloqui Park near Coyoacan,12497740,Joaquin,,Benito Ju·rez,19.36229,-99.17355,Entire home/apt,875,5,16,21/12/2022,0.24,1,304,5,
98,Spacious Modern Apt. with Parking Near Reforma Ave,1832239,Maria  & Jennifer,,CuauhtÈmoc,19.43165,-99.17132,Entire home/apt,1553,2,35,03/12/2022,0.29,1,312,7,
99,"Renew Room, near to Condesa",6409883,Pato,,Benito Ju·rez,19.39129,-99.1888,Private room,408,3,17,28/04/2019,0.16,2,47,0,
100,Condesa Roma WTC Loft,618769,Ricardo,,CuauhtÈmoc,19.40213,-99.16924,Entire home/apt,662,1,409,06/12/2022,3.13,6,167,58,
101,Cosy apartment in Polanco near park,6688806,Anne,,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,2686,6,23,03/01/2022,0.25,1,37,1,
102,Cozy loft near park,8324471,Maria,,Miguel Hidalgo,19.41245,-99.18961,Entire home/apt,1750,1,42,10/11/2022,0.39,1,340,8,
103,Distrito Condesa entire house or by room,1886913,Distrito Condesa,,CuauhtÈmoc,19.4075,-99.17561,Private room,13929,1,51,09/05/2022,0.4,10,361,2,
104,Loft in the fun part of Condesa,9852611,Rebeca,,CuauhtÈmoc,19.41059,-99.17501,Entire home/apt,1600,2,144,01/08/2022,1.34,2,364,5,
105,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,,Miguel Hidalgo,19.45684,-99.17179,Private room,700,1,0,,,1,365,0,
106,"casa en el sur, zona coyoacan",12829914,Maluz,,Coyoac·n,19.31669,-99.16917,Private room,220,5,49,16/12/2022,0.47,1,292,2,
107,Contemporary apt. in historic spot,5525131,Yolanda,,CuauhtÈmoc,19.4336,-99.13224,Entire home/apt,1145,4,8,08/10/2022,0.07,1,348,3,
108,"Room colonial, green, Coyoac·n (Women only)",1933252,Esther,,Coyoac·n,19.3424,-99.15419,Private room,310,4,13,07/11/2022,0.12,1,352,3,
109,Lovely Bedroom with a view and private bathroom!,3740728,Gabriela,,Miguel Hidalgo,19.41329,-99.18384,Private room,2048,1,0,,,1,332,0,
110,"Beguest | Exclusive King Size, Pool Gym US Embassy",5755202,Andres,,CuauhtÈmoc,19.42801,-99.16467,Entire home/apt,3105,1,142,29/11/2022,1.3,42,86,11,
111,Room in new apartment of 1250ft¬≤,3729922,Pedro,,Benito Ju·rez,19.39507,-99.15226,Private room,350,30,0,,,1,365,0,
112,Cool apartment with  the Best Roof Top in Condesa,899360,Julian,,CuauhtÈmoc,19.41068,-99.17732,Entire home/apt,2500,5,20,05/08/2022,0.16,6,31,5,
113,Comfy clean Ro√∏m @Cozy apartment,2084312,Sara,,CuauhtÈmoc,19.41017,-99.17886,Private room,640,3,53,04/11/2019,0.67,1,88,0,
114,"Villa Mar√≠a, Heart of Coyoacan",5870021,H√©ctor,,Coyoac·n,19.35418,-99.16338,Private room,1036,2,66,08/09/2022,0.62,5,361,3,
115,"Comfortable, beautiful and convenient pied √† terre",6998716,Maria,,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,932,4,26,12/06/2022,0.34,1,175,3,
116,Explore the City's Historic Center,2256144,Fernanda,,CuauhtÈmoc,19.42454,-99.13845,Private room,486,1,2,16/09/2017,0.02,1,365,0,
117,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3017,2,88,16/12/2022,1.06,3,337,26,
118,Art Deco in Condesa King,12910391,Alejandro,,CuauhtÈmoc,19.41356,-99.17586,Private room,1359,2,106,20/12/2022,1.12,3,303,20,
119,"Condesa, ideal for tourism or remote work",1601561,Sylvia Eugenia,,CuauhtÈmoc,19.40836,-99.1733,Entire home/apt,1969,3,252,15/11/2022,1.98,1,176,19,
120,Beautiful Hideaway in Historic Building Across from the Park,12992813,Roberto,,CuauhtÈmoc,19.42018,-99.15945,Entire home/apt,3258,2,308,11/12/2022,3.09,3,316,48,
121,2 Bedrooms Apt City skyline view / Balcony,4796027,Marco,,CuauhtÈmoc,19.4218,-99.16474,Entire home/apt,2978,2,174,05/11/2022,1.73,3,315,7,
122,¬° Hermosa habitaci√≥n en la Ciudad de M√©xico !,7116734,Mafer,,Coyoac·n,19.34356,-99.1286,Private room,400,3,1,10/08/2018,0.02,4,153,0,
123,Nice and cozy room with terrace!!!!,1767559,Anna,,La Magdalena Contreras,19.33036,-99.21737,Private room,778,3,2,08/07/2015,0.02,2,362,0,
124,"Hermosa rec√°mara, cerca La Condesa",6409883,Pato,,Benito Ju·rez,19.39165,-99.18885,Private room,408,3,26,12/11/2018,0.23,2,48,0,
125,Amplio espacio con 2 habitaciones.,13007874,Eduardo,,Coyoac·n,19.34347,-99.16108,Entire home/apt,1244,3,30,31/10/2022,0.31,1,354,3,
126,Departamento  Roma Norte- Sanitizado,2281290,Suites,,CuauhtÈmoc,19.42675,-99.1613,Entire home/apt,1153,1,75,11/12/2022,0.86,45,362,25,
127,Two rooms in Narvarte apartment,13036898,Luis,,Benito Ju·rez,19.39561,-99.15013,Private room,250,5,3,01/08/2014,0.03,1,365,0,
128,Pr√≠vate apartment next to public transport,2492211,Daniel,,Benito Ju·rez,19.39829,-99.13817,Entire home/apt,421,20,38,02/04/2022,0.72,1,140,2,
129,Spacious 60¬¥s / San Rafael-Reforma check in 24hrs,2409917,Dar√≠o,,CuauhtÈmoc,19.43898,-99.16142,Entire home/apt,820,1,32,10/12/2022,0.25,3,360,8,
130,Chic Room in Luxury Polanco,7477163,Rodrigo,,Miguel Hidalgo,19.42903,-99.19238,Private room,2426,2,116,29/05/2019,1.06,1,365,0,
131,Habitaci√≥n disponible,7569372,Paola,,Miguel Hidalgo,19.40288,-99.17884,Private room,591,2,1,26/02/2020,0.03,1,365,0,
132,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,,CuauhtÈmoc,19.44324,-99.14649,Entire home/apt,2717,1,162,11/01/2021,1.46,6,307,0,
133,1BR Studio in the heart of Coyoacan,12774111,Carlo,,Coyoac·n,19.34706,-99.16568,Entire home/apt,900,4,59,12/12/2022,0.56,2,352,12,
134,Luxury Room for rent in Santa Fe area M√©xico City,2428947,Esther,,Miguel Hidalgo,19.38875,-99.24067,Private room,1124,7,0,,,2,219,0,
135,Luxury Apartments in Roma/Condesa,8618270,Benjamin And Martha,,CuauhtÈmoc,19.41728,-99.16635,Entire home/apt,2500,3,6,04/12/2022,0.06,4,365,1,
136,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,,Benito Ju·rez,19.38015,-99.17402,Entire home/apt,980,4,129,16/05/2022,1.13,2,188,8,
137,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,,CuauhtÈmoc,19.43621,-99.13874,Entire home/apt,4378,3,24,05/08/2022,0.19,6,168,1,
138,"Fabulous 3BR penthouse, Views, Historic Center",1297488,Petra,,CuauhtÈmoc,19.43651,-99.13905,Entire home/apt,6822,3,2,14/12/2014,0.02,6,168,0,
139,Charming room Center Coyoacan FRIDA,13530256,Pilar,,Coyoac·n,19.33753,-99.15454,Private room,675,2,42,26/11/2022,0.41,2,338,5,
140,The best cheap flat in La Condesa!!,1364145,Humberto,,CuauhtÈmoc,19.41578,-99.17425,Entire home/apt,1200,5,97,13/11/2022,0.77,2,82,23,
141,Amazing 2BR in Condesa with fantastic City View,2072566,Juan,,CuauhtÈmoc,19.4141,-99.17348,Entire home/apt,3280,500,95,03/03/2020,1.09,1,143,0,
142,Modern Suite in Roma Mansion,7609684,Juan Carlos,,CuauhtÈmoc,19.41701,-99.1658,Entire home/apt,1743,3,311,15/12/2022,2.73,4,92,37,
143,Nice big room near airport,2547499,Irma,,Venustiano Carranza,19.43784,-99.07903,Private room,550,1,207,28/11/2022,3.59,3,364,22,
144,Great location & security single bedroom Apartment,6203086,Jose,,Benito Ju·rez,19.36926,-99.1804,Private room,290,2,28,13/08/2022,0.25,3,303,5,
145,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,,¡lvaro ObregÛn,19.38552,-99.22276,Private room,486,2,0,,,1,87,0,
146,Fancy Furnished Apartment & Great Location,7738527,Viridiana,,CuauhtÈmoc,19.42029,-99.17323,Entire home/apt,1359,4,101,27/11/2022,0.92,2,294,14,
147,WiFi con vista √Åreas verdes Rascacielos Reforma,7740056,Mireya Cristina,,CuauhtÈmoc,19.42910148,-99.16076301,Entire home/apt,2829,1,212,15/12/2022,1.85,2,176,7,
148,Master bedroom  big apartment Condesa M√©xico City,13776595,Ra√∫l,,CuauhtÈmoc,19.40759,-99.17253,Private room,920,14,79,27/08/2022,0.74,3,332,2,
149,Beautiful Colonia Roma apartment,2566629,Alejandra & Billy,,CuauhtÈmoc,19.41588,-99.15981,Entire home/apt,2218,120,26,10/09/2018,0.21,1,257,0,
150,A small independent space,13833034,Gabriele,,Miguel Hidalgo,19.41633,-99.18026,Private room,540,5,10,02/06/2020,0.1,1,154,0,
151,"Bright, quiet, clean, centric, garden view",12581631,Pablo,,Benito Ju·rez,19.39551,-99.17676,Private room,220,15,2,18/12/2021,0.03,8,2,0,
152,Charming loft near Reforma Ave.,7838265,Ernesto,,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,1094,5,88,03/12/2022,0.78,10,56,18,
153,Roma Condesa Espectacular Home,158585,Fernando,,CuauhtÈmoc,19.41887,-99.17333,Entire home/apt,4114,2,274,11/12/2022,2.17,1,205,49,
154,Habitaci√≥n  Frida - cocina y balc√≥n  compartido,7900007,Martha Leticia,,Benito Ju·rez,19.38021,-99.16878,Private room,750,1,197,25/12/2022,1.74,2,356,22,
155,Great apartment Mexico city center,13969223,Lupita,,CuauhtÈmoc,19.44551,-99.15605,Entire home/apt,959,3,66,19/02/2020,0.67,1,91,0,
156,Sunny room + balcony in classic house,12581631,Pablo,,Benito Ju·rez,19.39567,-99.17694,Private room,246,28,16,09/08/2022,0.21,8,0,2,
157,"Nuevo Polanco, incre√≠ble ubicaci√≥n! (Hab Priv)",2674950,Elizabeth,,Miguel Hidalgo,19.4419,-99.20079,Private room,907,2,45,08/12/2022,0.67,1,175,14,
158,Estudio  con ba√±o privado. Entrada Independiente,14047971,Mari Carmen,,Benito Ju·rez,19.37496,-99.17334,Private room,345,2,49,10/12/2022,0.66,1,156,9,
159,‚ô°50% Off Dtown Terrace & Kitchen Speed Up 100 MBPS,5755202,Andres,,Venustiano Carranza,19.41833,-99.11802,Entire home/apt,2083,3,116,18/09/2022,1.21,42,84,4,
160,Cuarto en la Ju√°rez,14266395,Lucas,,CuauhtÈmoc,19.42793,-99.15546,Private room,650,3,0,,,1,365,0,
161,Location: Sunny & Cozy 2bedrms 1.5baths,7936694,Luz,,CuauhtÈmoc,19.4144,-99.17742,Entire home/apt,1139,2,225,24/12/2022,1.99,2,158,26,
162,Un descanso en CDMX,2336127,Ana Karen,,CuauhtÈmoc,19.45595,-99.15944,Private room,223,7,25,13/11/2022,0.28,1,318,1,
163,Short/Long Term near Coyoacan&Cntr Nat delas Artes,6373011,La Casita DF,,Iztapalapa,19.35796,-99.12219,Private room,583,30,3,29/10/2018,0.05,2,341,0,
164,SUPER CLEAN great sunny apartment in Del Valle,5341352,Maria Giselle,,Benito Ju·rez,19.37845,-99.17221,Entire home/apt,1000,1,52,03/12/2022,0.46,2,333,3,
165,"1 BR, queen size bed, security 24h, fast internet",14291448,Miguel,,Benito Ju·rez,19.37892,-99.1889,Entire home/apt,935,3,36,27/11/2022,0.59,1,303,9,
166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,,CuauhtÈmoc,19.41346,-99.1775,Hotel room,3120,1,1,08/02/2019,0.02,12,197,0,
167,Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,,CuauhtÈmoc,19.41856,-99.16593,Entire home/apt,2250,3,9,05/11/2021,0.09,4,365,0,
168,"""Frida"" beautiful Private Room",1326107,Jacqueline,,CuauhtÈmoc,19.41269,-99.15512,Private room,600,5,17,07/11/2022,0.15,4,0,9,
169,"historic center, balcony overlooking the city 12D",2872228,Bruce,,CuauhtÈmoc,19.43374,-99.14616,Entire home/apt,1472,2,72,31/10/2022,0.58,13,188,19,
170,Bello Departamento Parques Polanco,14510906,Ernesto,,Miguel Hidalgo,19.44181,-99.18803,Entire home/apt,1359,3,19,13/11/2022,0.18,1,363,1,
171,"Villa Patricia, Heart of Coyoacan",5870021,H√©ctor,,Coyoac·n,19.35445,-99.16251,Private room,1300,1,24,18/02/2019,0.23,5,211,0,
172,Apartment close to the Bas√≠lica.,1849414,Omar,,Gustavo A. Madero,19.48321,-99.11241,Private room,389,3,6,01/06/2016,0.05,1,87,0,
173,"Villa Conchita, Heart of Coyoacan",5870021,H√©ctor,,Coyoac·n,19.35472,-99.16258,Private room,1300,1,55,18/10/2022,0.53,5,348,2,
174,"Cozy, sunny room. Located in the heart of CDMX",13793390,Mario,,Benito Ju·rez,19.39213,-99.17207,Private room,383,2,19,15/09/2022,2.27,1,334,19,
175,Beautiful appartement on Reforma,2944126,Dacio,,CuauhtÈmoc,19.43221,-99.15708,Entire home/apt,1663,4,24,30/03/2020,0.19,1,332,0,
176,New Suite in Vintage Home in Roma/Condesa,8282570,Thomas,,CuauhtÈmoc,19.41709,-99.16603,Entire home/apt,1857,3,306,28/11/2022,2.69,3,130,38,
177,Descansa en la Suite de la Abuelita San Angel CDMX,2518152,Martha Laura,,¡lvaro ObregÛn,19.34735,-99.19016,Hotel room,3157,1,25,21/11/2022,0.22,7,365,2,
178,House in Xochimilco,2223274,Luis,,Xochimilco,19.26541,-99.11365,Entire home/apt,583,21,12,06/10/2020,0.13,1,358,0,
179,Recline on the Terrace of this 1920s Art Nouveau Mansion,8282570,Thomas,,CuauhtÈmoc,19.41501,-99.16565,Entire home/apt,1813,3,293,13/12/2022,2.6,3,118,41,
180,Dormitorio con ba√±o privado en Anzures-CDMX,14636903,Mericia,,Miguel Hidalgo,19.43238,-99.17465,Private room,600,7,216,28/02/2021,2.67,1,332,0,
181,"Stylish 2BR penthouse, views, in Historic Center",1297488,Petra,,CuauhtÈmoc,19.43427,-99.13832,Entire home/apt,5712,3,1,12/10/2015,0.01,6,168,0,
182,Mex Suites Casa Az√∫l B&B,14659220,Mauricio,,Benito Ju·rez,19.37748,-99.18156,Private room,1458,2,6,29/10/2022,0.06,1,363,1,
183,"Spectacular 1BR Penthouse, Views, Historic Center",1297488,Petra,,CuauhtÈmoc,19.43542,-99.13802,Entire home/apt,3959,3,1,17/10/2016,0.01,6,167,0,
184,50% off! Two room suite in Santa Fe,14791549,Juan Pablo,,Cuajimalpa de Morelos,19.36045,-99.27996,Entire home/apt,3484,3,95,13/11/2022,0.94,3,86,4,
185,2 bedroom apt in Colonia Juarez,2281290,Suites,,CuauhtÈmoc,19.42644,-99.161,Hotel room,970,2,4,30/08/2020,0.09,45,0,0,
186,Stylish loft in the heart of Mexico City,8686853,Marina,,CuauhtÈmoc,19.43149,-99.165543,Entire home/apt,1536,1,23,10/12/2022,1.85,2,141,21,
187,"Magnificent 2-BR apartment, views",1297488,Petra,,CuauhtÈmoc,19.43423,-99.13718,Entire home/apt,6769,3,4,24/12/2016,0.04,6,168,0,
188,90m2 / Mexico City's Hist. downtown,3040937,Jano,,CuauhtÈmoc,19.43826,-99.1366,Entire home/apt,1362,3,186,25/11/2022,1.47,1,362,11,
189,Habitaci√≥n individual c ba√±o propio,796221,Karla,,CuauhtÈmoc,19.41095,-99.18215,Private room,1244,1,0,,,1,365,0,
190,Two Floor apartment in Porfirian Town House,18979393,Eva,,CuauhtÈmoc,19.41919,-99.15894,Entire home/apt,1999,2,283,27/12/2022,2.58,1,303,46,
191,Departamento Superior Roma/ Norte- Sanitized,2281290,Suites,,CuauhtÈmoc,19.42536,-99.16043,Entire home/apt,1747,1,37,26/11/2022,0.35,45,332,3,
192,Cuarto en Lomas Virreyes con vista a Chapultepec,14905408,Martin,,Miguel Hidalgo,19.42297,-99.20626,Private room,940,10,14,30/11/2022,0.35,2,336,3,
193,Apt near Mexico City's downtown,3059169,Andoni,,CuauhtÈmoc,19.44614,-99.15868,Shared room,1941,1,0,,,1,365,0,
194,Complete apartment w / elevator and parking,10847035,Angie,,Miguel Hidalgo,19.440629,-99.16809,Entire home/apt,934,3,9,31/10/2022,2.13,1,55,9,
195,"Sunny comfy flat,with terrace. Great location!",2991302,Laura,,CuauhtÈmoc,19.41936,-99.17281,Entire home/apt,1760,3,278,26/12/2022,2.27,2,305,29,
196,Studio Downtown Historic Coyoacan,14993631,Lucrecia,,Coyoac·n,19.34682,-99.16616,Entire home/apt,700,3,81,10/12/2022,1.37,1,336,14,
197,"Cozy apartment in Condesa, Mexico",8879557,Ana & Javier,,CuauhtÈmoc,19.41147,-99.17284,Entire home/apt,1048,3,118,03/12/2022,1.07,1,289,6,
198,"Descansa en la suite del ge√≥grafo, San Angel CDMX",2518152,Martha Laura,,¡lvaro ObregÛn,19.34923,-99.19307,Private room,2629,1,32,07/10/2022,0.29,7,365,1,
199,"Juan O'Gorman House - Studio,",3200155,Paulina,,¡lvaro ObregÛn,19.35106,-99.19789,Entire home/apt,6377,4,22,19/05/2017,0.18,2,242,0,
200,"C√≥modo Estudio del Bot√°nico, San Angel CDMX",2518152,Martha Laura,,¡lvaro ObregÛn,19.34723,-99.19396,Hotel room,1971,1,42,10/12/2022,0.39,7,355,8,
201,PRECIOSO APARTAMENTO DE 70 M2,13709233,Clemente,,Benito Ju·rez,19.36295,-99.15335,Entire home/apt,778,3,54,02/03/2020,0.52,2,27,0,
202,Recamara en depa a 5 minutos del metropolitano,3213044,Laura,,CuauhtÈmoc,19.40809,-99.18109,Private room,1500,2,0,,,1,365,0,
203,Amazing location /  Behind Hilton Hotel,1004821,Angela,,CuauhtÈmoc,19.43432,-99.14581,Entire home/apt,1112,2,330,26/12/2022,3.02,5,144,77,
204,40's Apartment downtown Mexico City,1498570,Manuel,,CuauhtÈmoc,19.41143,-99.16533,Entire home/apt,1486,2,112,04/12/2022,1.02,1,327,33,
205,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.41499,-99.18215,Entire home/apt,11646,5,96,29/10/2022,0.79,1,328,5,
206,Near park Mexico. Brilliant and renovated flat!,1595855,Luis Yahir,,CuauhtÈmoc,19.41638,-99.16868,Entire home/apt,1261,60,8,09/05/2021,0.07,1,332,0,
207,1 bedroom apaprtment hotel style service,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.43661,-99.20527,Entire home/apt,1245,2,83,24/12/2022,0.79,27,355,15,
208,Departamento de Lujo en Polanco,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.42962,-99.20321,Entire home/apt,1328,2,40,21/11/2022,0.4,27,357,14,
209,1 private room in a nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44333,-99.18497,Private room,543,5,1,21/12/2013,0.01,1,349,0,
210,Departamento Bosque de Duraznos,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.40522,-99.24098,Entire home/apt,875,2,32,22/12/2022,0.32,27,365,14,
